input,output
"So I bought this because I was looking for a reasonably priced computer with a big hard drive but wanted a solid state drive instead of the old type. This has 1TB of space which is a good start for me ?? It’s light weight but has a metal shell, so I don’t have to worry as much about another screen cracking mysteriously (I had 2 laptops that became unusable because the screens mysteriously broke on both of them within a 2 month period). The computer is super fast and even though it says it’s only 1080p I swear it looks as good as my 4K TV.

Now for the cons:
The track pad is positioned on this to where I am constantly clicking it and getting the right click pop up menu, which is annoying but I’m sure if I make adjustments it will be fine. It doesn’t have a DVR for reasons unknown but it seems that a lot of newer computers don’t come with one which can be annoying at times since I have a million and one DVRs laying around, everything  from movies to custom music “mixtapes” I’ve made through the years but it’s not a deal breaker or anything. For the price with the 1 TB SSD and the other things I was specifically looking for, it was a pretty good deal. The days of $300 laptops with everything you could want are over as precious minerals needed to make them become more scarce. Hopefully this will last me at least as long as my last one did which was around 8 years until my screen broke ??",
"The laptop included the upgrade to 20GB Ram and 512GB + 1TB ssd's. The computer is new so it's fast. The keyboard layout was easy to adapt to. There is bloatware but it hasn't gotten in my way yet and with the system resources the thing has it may be a while until I notice it.

The two downsides that I have seen at this point is the battery life. I run it on the high performance setting because, well, that's what I bought it for. It gets about 3.5 hours of battery before a warning with a fast shutdown.

The most surprising issue with this laptop is the identification of the keys. They aren't lighted and the color used for the letters and symbols is indistinguishable from the key in all but the most limited lighting situations. If you know your way around a keyboard without having to look for keys this isn't such a big deal but it is annoying.

Battery life however is short at about 3.5 hours if not using the lower performance settings.
I like the laptop but the keys are all but invisible.",
I originally got this this product for a college student that lost his parents the year before starting College and was facing financial hardship trying to take care of his little brother and go to college at the same time I'm happy to say since buying this item the individual graduated college top of his class and has since passed the laptop onto his little brother to help with his school work so that one day he may go to college and hopefully maybe use this computer so that he may graduate college as well I just wanted to say thank you to Amazon and all the sellers for not only offering affordable and high quality products but making dreams is such as owning a business graduating college or even having a birthday party come true I also want to thank Amazon in the sellers for making it possible for me to help others with life's hardships such as facing eviction Financial hardships disabilities and medical issues I have many more products I've yet to write a review on which I hope to get around to soon but nonetheless they have all improved somebody's life and from the bottom of my heart I think Amazon and all of the sellers that perform their duties to the best of their capabilities provide customers with positive and polite encounters and offers so many products at a reasonable and affordable price as well as items that last and give you past time to make more smiles and to make more dreams come true,
"This was a very disappointing purchase, after setting up all of the initial stuff, which was fairly easy the computer started an update, I get that this is common and proceeded to add email information, sync some other things, etc.  the screen resolution was amazing and I truly thought that I would enjoy this laptop....until I shut it down for the night, when I started it back up the next day I was unable to log in, my husband made several calls during the day while I was at work to see if it was something that could be fixed, we did a system reset and started the whole process of setting it up again....thought that two times would be a charm...boy was I wrong, exact same issue.  Google searches show that the problem we had is an ongoing issue with this system and there aren’t really any answers to help a novice like me to fix.  I have now returned it and decided to go with something that I know is reliable.",
"I received my Surface laptop but waiting three weeks before using it as I was in the middle of a project on my old computer.  Three weeks into use, there was a hardware malfunction; the keyboard and mouse stopped working. Microsoft more or less willingly sent me a replacement and, after a 10 day wait, I was ready to go again. This time, however, the new machine came with an ""S"" code which means that ONLY MS software can be installed on it. The tech people insisted I run a diagnostic only AFTER which they admitted there was a software problem that they would need to fix. Timeline on that? Sometime between now and whenever. Meanwhile, critical non-MS software is unavailable to me. MS is very sorry for my inconvenience and lost work time and they will get back to me via email...someday.

Meanwhile, the third party who sold me this electronic piece of fecal material told me to go whistle because their return policy was only for 30 days. Not their fault although they should at least warn people about the problem.

Finally, there is only one USB port which is weird and annoying. This means I had to purchase and carry with me a dongle that supports additional ports. Also, the machine lacks niceties like a fingerprint sign on. I am a bit sorry I did not look more carefully at the specs. Of course, the specs would not have clued me in on the larger hardware and software problems.",
"I've been a devoted Windows user since the early 90s. In parallel, and in counterpoint, I've also cycled through countless Windows laptops over the years, including Compaq, HP and Dell, and often been disappointed with the longevity of the machines. I nevertheless retained my affinity for the Windows operating system---so much so that when I purchased a MacBook Pro last year, I partitioned the disk and continued operating under Windows 10. I therefore greeted news of the Surface Laptop this spring---with its sleek and unitary design, and integration with other Microsoft products---with great enthusiasm. At last, I thought, the hardware would rise to the level of the software. The Surface Laptop would be Microsoft's answer to Apple.

Alas, upon buying the machine (indeed, the highest-end model), I found myself severely disappointed.

First of all, it ran noisy and hot right out of the box. Second, I could not even obtain a full-screen display on a standard Samsung external monitor (a defect which could not be resolved through a lengthy call to Microsoft Tech Support). How could Microsoft overlook such a basic requirement?

After several hours of struggling I put the machine back in the box and returned it for a full refund. From Microsoft, I expected much better.",
"This is a Microsoft laptop.  The description says it comes with Windows and Office, two Microsoft Products.  One would think that it is just a 30-day trial subscription.  And, they want you on Windows 365 and Office 2016--the latest Microsoft items.  As a consultant, I need a computere that is on the same platform as my client.  Microsoft Customer Service tried to figure out how I could get Office 2010 versus 2016....regardless, when we were close to thinking we might be successful, I asked the representative to stay on the line to make sure it worked.  They hung up.  It didn't work.  Relied on my former IT husband to Google his way around the issues.  It is not a great sync with my dear beloved Mac.  I've been using HPs/Compacts in the last three jobs.  My parents have issues all the time with their Surface, I blamed it on old age.  They blame it on frequent updates and having to resolve issues because of the updates.  Go figure.",
"I wanted a laptop with 16gb of ram and an Intel i7 processor - this one was recommended and price was manageable.  Yes, it is pretty, sleek and fast but after the first month I started having problems with it. The first time it crashed I was able to pinpoint the most likely cause as Windows updates. There were a few that failed, then laptop continually crashed, had to re-build my profile twice. It slowly went downhill from there. None of the drivers would update. I know my way around a laptop (spent my career supporting workstations and laptops) so I started with the simplest fix and worked my way up. Could not reset or restore. Fortunately I purchased a warranty and they put me in touch with a very knowledgeable person at Microsoft and we re-built from scratch  to Windows 10 Pro (10.0.19042 build 19042). Everything has been fine for a while but now it randomly crashes with an error of ""WHEA uncorrectable error"" which fortunately doesn't harm my profile but is almost impossible to identify the cause. I've run tests on memory and the hard drive and they seem to be fine. Very annoying and unstable, and this is the laptop I have to use for the next few years? I'm ready to go back to my old. slow HP Elitebook. Not a happy camper.",
"Having used a surface pro 3, then 4 for the past few years I was ready to try the new surface laptop. The surface book was a bit too heavy . With the sp4's I opted for the i5 with 16gb ram to extend battery life. Also the i7 on the surfaces pro 4 were getting too hot. With the surface laptop I ended up with a i7, 16gb ram it's a bit pricey but it's a work horse and probably best laptop I've had for travel.

I do miss the sp4's ability to remove the keyboard and adjust the rear especially in the plane when I can stick it in the seat pocket. Also a bit getting used to having the dock/power mount on the bottom near the keys vs the screen on the sp4.

The bigger screen and better keyboard is a nice welcome after so many years with a surface pro

For power users I would also recommend the stylus, a usb3 Ethernet adapter as it also provides 3 usb3 slots and an 'active' mini displayport to HDMI .

I do wish it had a usb-c slot sometimes .",
Had issues charging it after unboxing it. Found out that it needed to be updated and I guess part of the updates were a fix for the charging issue. After downloading the updates it wouldn’t install then since it’s not plugged in. Well it’s plugged in but it’s got issues. So I took a can of air duster and pray the charging port a little and it did the trick and starting charging. After it installed the updates and rebooted. The charging issue was gone. This laptop is not upgradable. It scored a score of 0 out of 10 on ifixit. Don’t game with it. You’ll be disappointed. But light gaming will work fine like Minecraft. Surprisingly it was able to play GTA V decently. But I wouldn’t push it. This is a very premium device. It looks great and feels great. You’ll like the keyboard as well. I got the burgundy color. It looks really nice in person. So if you’re in the market for one. I would avoid getting the ones with 4gb of ram. 8gb of ram is the sweet spot for today’s use.,
"To start off, I was supposed to get a $200 gift card for the purchase of this item, which I didn't, and Amazon would not work with me regarding the promotion (which is the only reason I considered buying this laptop). I will not judge the actual item based on my poor experience with Amazon.

This laptop is great. I took naturally to the touchscreen, but you can function on the laptop without the touchscreen (I realize some people do not like to ""ruin"" the screen). Some things may bother you though.

NO CD ROM. I lucked out in that I could download all the previous apps I had, but if you require a CD, you will need to buy an external CD ROM drive to run the apps, and to burn CD's.

ONLY 1 USB PORT. So I had to buy a splitter. Personally bought it to be able to use a mouse and keyboard, although I find it comfortable typing on the laptop's keyboard.

Overall, I've had it for over a month and I love it. No major problems, very fast so long has you have a decent internet condition. I have a lot of apps and files that I transferred with no problem and the computer is still running great.",
"The last laptop that I had was the Lenovo Yoga 2 so it had Windows OS. When I was looking for a new laptop (I had my Lenovo for a little more than 4 years) I narrowed it down between the Microsoft Surface Laptop and the Google Pixelbook. Both laptops were around the same price (the Pixelbook is slightly cheaper than the Surface), with similar specs. At first, I was leaning more towards the Pixelbook because of the slightly cheaper price, but I didn't like that the Pixelbook was a 2-in-1 (my Lenovo is also a 2-in-1 and while I liked this feature at first, it ended up becoming a problem down the road). I also read some reviews about the Pixelbook that said there were some software issues. All the reviews that I read about the Surface were extremely positive with only minor complaints that seemed as though they would be irrelevant for me. Because I was relying heavily on past reviews (I live in the middle of nowhere and was not able to make the drive to view either laptop in person) I ended up going with the Surface despite the higher price and I have absolutely no regrets.

The Surface is sleek and smooth and I LOVE that there are multiple colors to choose from! The fabric-covered keyboard is sooo soft and smooth, and the laptop itself is unbelievably thin! The Surface ticks all the boxes for me, and although I cringed at spending this much on a laptop, I am so glad that I did!

The only thing that I would note is that there is only one USB port, which isn't an issue for me, but I know some people prefer more than one. Other than that, I can think of no complaints thus far.",
"I got this laptop about a month ago and I LOVE it (there's a pros and cons list at the bottom of review). I needed something portable, quiet, and with good battery life because I am a college student. It's very light and I like the stylish design. I wanted a laptop that's aesthetically pleasing and has good specs. I can even play minecraft with my brothers without any issues. The laptop does get a bit hot when running minecraft or running multiple programs at once but the fans are always quiet usually making no noise at all. I went from a huge, heavy old dell to this laptop and it's great. It makes my life so much easier. Also on the power brick there is an extra USB port which I sometimes plug my phone into to charge. I've never seen that feature before and it's surprisingly handy.

The only issue I've had is with the trackpad. There's some visible wear on the trackpad already.  However, it doesn't really bother me as it's very minor and you can only really see it in a certain light. Other than that the trackpad has worked fine. A possible issue could be that there is only one USB port which I don't mind at all. But if you use more than one at a time then this laptop may not be for you.

Pros: Light, good battery, very quiet, fast, aesthetically pleasing, powerful considering it's lightweight design
Cons: trackpad wear, one usb port, gets hot when running multiple programs",
"I've been a Mac User for more than 15 years.  The price convinced y to try a Surface.  Works beautifully, reacts promptly, amazing touch screen, wakes up fast  and it is very light.  The keyboard is  backlit  so you can work in the dark and the  touch pad is a smooth as Apple's.  However, unlike Apple,  Microsoft is aggressively pushing  its own products.  The browser Edge works nicely and you can select which  search engine the  can use. (The default search engine is Bing.)  The AI helper Cortana uses only Bing. At  this moment  Cortana is less impressive than Google's Assistant. It is still very useful.

Microsoft is also offering a competitive cloud  cloud subscription.  At my job  I have to use Google cloud products (Drive,  Sheets, Documents). Also I have an Android Phone and  Google Photo  helps me sync my photo collection. These products  don't work as smoothly on the Surface.  At this moment you cannot even install the Chrome browser  on  Surface. (I read that Chrome is more energy consuming than Edge and can shorten the battery life.)  I do not need Microsoft cloud service since I already use two platform independent services  Google Drive and  Dropbox. I don't need  all the facilities of  Office 363 (the new Microsoft Office) since I can live very well with what  Google is offering freely.  I  don't know yet how Dropbox works with Surface.

Given the current deliberate  incompatibility with the Google products I need I gave Surface only four stars. If Microsoft  fixes this I will upgrade my rating to five stars  and switch to Surface.T hen again, I hear that Apple  will present this Fall the new generation of Mac Book Air.",
"First of all, i want to start by expressing how much i liked the product, its looks and feels like a solid midrange laptop for everyday use. The design is sleek and simple, i was disappointed with the fact that it is difficult to find a simple laptop that doesn’t cost an arm and a leg. All in all i liked the laptop, a lot! *The rating is for the product* not the for the story below

However, the main purpose of this review is not about the laptop’s performance, design etc... its about how I got scammed and was sent a laptop with specs that I didn’t order.

So the story goes like this, i get on amazon, I add a Microsoft surface laptop (i5, 8 GB RAM, 256 GB SSD) to my cart, i place the order, several days later I get the package, i set up the laptop started checking it out. I had a feeling that i should check out the computer’s spec, you know just curious. I was shocked when i found out that the specs of the laptop were (i5, 4 GB RAM and 128 GB SSD!!!!!!!) i was really confused, i double check the label on the back of the box and saw that it says (i5, 8GB RAM, 256 GB SSD), but the laptop has different specs, and what is more confusing is that the serial number of the laptop matches the number on the box. So to me it seemed like it was an attempt to pull a quick one on me. I ended up returning the laptop of course... I am still disappointed that such scam attempts could happen on amazon!

Check your laptops everyone! Don’t get scammed like i did.",
"I know most people cringe when thinking about Microsoft hardware.  There have been some massive failures over the years.  Remember around the time of the first iphone, the Windows Phones on AT&T?  What a mess.  Remember trying to update them?  The Surface line of tablets have actually been pretty good, but in the end most people either just want a really good tablet or a good laptop.  The surface laptops have filled a nice need which is a speedy laptop that is super slim and can act like a tablet as well.  As long as you get the model with at least a core i5, 8 gigs of RAM and 256 SSD, the surface laptop performs great.  You can hold it with 2 or 3 fingers and fits in a tablet sleeve.  I have one of these myself and we have sold about 20 of them for our employees and clients and have had very few issues so far.  The finish on the laptop looks nice, but it can show some fingerprints or new to be wiped off after a lot of use.  The reason I am taking off a star is because of the confusion and frustration of having these laptops ship with Windows 10 S.  I won't bore you with what Windows 10 S is, suffice to say that it is a stripped down version meant for large rollouts and not suitable for most people.  It's true that you can switch to Windows 10 Pro for free, but it's super confusing for people that don't know how or why they need to do that.  Overall while not perfect, for the price the surface laptop is a great choice.",
"I could not connect my Surface to a shared printer (see below).  My time with Microsoft support did not resolve my issue.  Printing is important, and I felt the 2 stars was deserved for a product I might have had to return.

After a few hours of working with it, I was able to resolve my problem.  This is what I experienced.  Your Surface may not experience the same issue.  It might have been a one off, or a bug of some kind.

My 5 existing computers had the ""Workgroup"" name changed to ""XXXXXXXXX"".  After updating the Surface to WIndows Pro at the Microsoft Store, I changed the ""Workgroup"" name to match the other 5.  At that point, it failed to connect to a shared printer.  Long story short, I set the ""Workgroup"" name back to ""WORKGROUP"" on the Surface and the computer with the printer attached, and it worked!

So, I changed the ""Workgroup"" name back to ""XXXXXXXXX"" on those 2 computers, and it failed to connect to the shared printer again!

I changed all 6 computers so the ""Workgroup"" is named ""WORKGROUP"" and all is good.  This should not have been an issue, but I'm glad I got mine working.

We love the laptop.  It has a great screen size, it is light, and it is quick.  Not excited with my support call with Microsoft, but the important thing is it works now.

ORIGINAL POST:
It started off really nice.  Fast, smooth, it looks great, etc.  Then I tried to connect it to a shared printer on another computer in my home.  It failed.  Over and over again.  I called Microsoft.  The young lady was patient and nice, but went through a series of tests that had nothing to do with my issue.  I requested my call be escalated, and after a few minutes, she came back on and tried a few additional steps.

She had me connect the printer directly to the laptop.  It worked (Who saw that coming????)!  Then she said ""we have it working.  Is there anything else we can do for you?""  I could have done this.  The laptop REFUSES to recognize a shared printer on the network.  I have a Surface Pro 3, a Surface 1, an HP desktop and an HP laptop, ALL which can connect to the printer that is USB'd to another HP desktop.  Microsoft basically REFUSED to escalate my issue even after I said I was sending it back.

It's sad to give it a 2 star rating for a printer issue, but we like to print.  It is not an option.  Someone might say it is a printer issue.  It is not.  There is a network sharing issue with ""MY"" Surface Laptop.  Maybe not yours, but mine has an issue.  It is also sad that Microsoft wouldn't at least attempt to resolve this.

I may return this if I can't find a printer solution.  I'll update in a couple of weeks.",
"I'm only writing this to warn off anyone from purchasing a surface laptop--lord know I'll never buy one. I bought the laptop two years ago. The surface worked fine for the first year, though I had periodic charging issues, especially with the magnetic cable clip. The clip won't engage, sometimes you have to prop it up or tape it. The problems got worse, and just when the warranty expired (a year and half), I had major issues charging the laptop. So I bought another cable, which worked for a while, then bought another, and the problem continued. I had two conversations with microsoft techs, who convinced me to buy another cable--considering, if I wanted to send the laptop for repair, the price would be more than I paid for it, so they really gave me no possible solutions, other than buying a new one, and were really gaslighting me that any fix actually existed. Of course, why would I ever purchase another microsoft product. The Lenovo laptop, which I bought the Surface to replace it with, is still working five years later--only issue I had is with a hinge.

I've taken it to various repair shops and they tell me there's nothing they can do to fix it, that basically, microsoft made the surface to be disposable, and any effort to fix the laptop would far exceed the price to purchase a new one--planned obsolescence. From what I researched, what brought about the charging issue was some update I failed to download, and once the battery lost power,  it couldn't be charged, or even powered with the cable plugged in.

I've given up on this pos. I'm looking for a field where I can take it out and demolish it like the printer from Office Space, or possibly a parking garage I can drop it from. Maybe a wood chipper. I'm weighing my options. All said, don't buy a surface laptop, this is where you'll be two years later.",
"I've had my Microsoft Surface Laptop for about a month now and I genuinely could not be happier with my purchase. After weeks of research and stress trying to find the perfect laptop I stumbled upon this beauty. It was worth the wait and stress or research. It's amazing.

The keyboard is out of this world. It's so comfortable to type on. I love it.

The i7 core processor is amazing. I can run Photoshop, Spotify and a bunch of browsers without it slowing down.

Battery life is phenomenal.

The screen is great. The touch screen works amazingly too.

I got the Burgundy and it's even cuter in person. It's sort of punk pinkish. I love it. The material on the inside is nice, I'm not sure how it will wear eventually but in the meantime it's been great and comfortable.

You won't regret your purchase!

EDIT: almost 2 years later and this computer still works like a charm!!! the fabric inside isn’t worn down and i work from home on it, literally 8 hours a day m-f for the last 2 years! it’s not as new looking, but still in pretty great shape! still runs super fast, amazing. battery life isn’t as strong but not a deal breaker",
"UPDATE: So, I'm about two weeks in now and have had a bit of time to run a few photoshoots into my Lightroom catalog to get an idea of what this laptop can handle and I'm a bit less than ecstatic. I'm not knocking a star off because Adobe recommends 12gb of ram to run Lightroom smoothly, so its no fault to Microsoft that I started to have some slow-downs when I got my catalog up around 1,000 images with synced settings, 1:1 previews, and adjustments gradients and brushes on many files. I've got my cache set to 90gb and it just tends to really chug when I need to do more than basic adjustments. Outside of heavy lightroom use and sluggishness, the laptop absolutely flies with just about anything else. I really don't have a complaint to share. It's been a dream.

This laptop is fantastic. I bought the i5 256/8gb model with the gray/gold coloring. First thing that amazes is the weight. Just over two pounds makes this thing feel so incredible to carry around. I almost feel like it's a large phone sometimes. The design is sleek and minimalist. The speakers are loud and full and rich. The battery life is is superb. I may have a warped view on that because of the terrible battery on my old laptop, but I seem to notice 7-8 hours battery life depending on the usage. I bought this for Adobe Lightroom and Photoshop use, but haven't had much time to put it through a lot of work so I will update when I know just how well it performs there.

The only minor dislike is that the hinge is a little wobbly. For being touchscreen, it seems like it should have a stiffer hinge, but it's quite bouncy.",
"I've had this laptop for about three months, and this is the second laptop (after the Rose Gold MacBook), that I have looked forward to using day in and day out. It is a weird feeling, being in love with your laptop. Most of us have probably own at least 6 laptops in our lifetimes, so you can understand where I'm coming from when I say most of us use our laptops in a utilitarian sort of way: We use it because we need to, and when we don't, we just put it away without any thought. If you want a big screen, or to play games, you would use your desktop. When you want something portable, you would most likely use your tablet. When you want something on the go, we have all used our smartphone as our main day-to-day gadget. So that leaves our laptop, as more of a business machine for doing something that requires typing on the go, whether it be to reply to an important email you can't just use your phone for, or to type out something on Word or Google Docs. For many of us, browsing the Net just isn't as satisfying on our small phones, even if it is some 6.2"" monster. There is something tactile, yet intangibly indescribable, about using our laptop

Yet, this is the first Windows laptop that makes me look forward to using it each day. The main culprit: Oh that gorgeous piece of metal and color. To be honest, if it just came in silver like its Surface Book counterpart, I would have never given it a second thought (by the way, I have that too, but its novelty has since worn off). I got the Burgundy version, which is just so unique - where else can you get a wine red laptop?? Each time I open its laptop sleeve and pull it out, I have to pause a moment to admire its chiseled look first, before propping it open and using it. Not only does it look great, it feels great too. As you run your fingers through it, you will appreciate that you have one of the most luxurious laptops ever. No that is not a hyperbole.

Another thing that make it stands out: The stereo speakers underneath the keyboard is the best I have ever heard in a laptop (I am overseas right now, and my Huawei Matebook X awaits at home with its Dolby Atmos Harmon Kardon speakers, so I'll do an update soon). It is loud and immersive - it can't get too loud where it would create aural distortions, so at its peak it is just awesomely loud and clear enough. I have a keyboard protector over it, but I always take it off when I have some audio playing - yes, the sound is that good.

Touchscreen laptops might be a gimmick, but having it is never a negative. It is perfect for scrolling web sites. Once you use it that way, you'll never go back to scrolling with your mouse or trackpad again.

Speaking of the trackpad, it's supposed to have the Windows Precision software aspect, but it still is goofy most of the time. Scrolling, switching, zooming, etc., still isn't as good as any MacBooks.

And speaking of the keyboard and keyboard cover, key travel and sponginess are excellent. However, the keys are a bit more slippery than I would like, so I definitely recommend one of those gel keyboard covers to help you type more precisely.

The screen is bright and excellent - one of the best screens I have used. The resolution isn't as crisp and nice as my Surface Book and Macbook, but definitely better than most.

About that whole Alcantara-layered interior - yes it is beautiful, yes it feels great (no more cold palms in the winter). Just keep it clean (no eating potato chips while using it).

Finally, the i5 and 8GB of RAM are good enough to avoid any hiccups in performance of your every usage of a normal laptop. This is not for gaming or video rendering, so if you are not expecting that, then this laptop's performance will not disappoint.

The bottom line is you will buy this laptop for its looks, period. There is no value for this laptop - it is targeted as a premium-level laptop, not a value-level laptop. Any other normal laptop with these specs would be about $200 less. So you just have to ask yourself if the burgundy or slate blue color, and the style of design/craftsmanship are worth it for you.",
"I bought this laptop in June of 2019.  This is the 1st generation of the Surface laptop and I got it for a great price because the 2nd generation was rolling out.  My Surface laptop is Cobalt Blue with the Core i7, 8GB RAM, and 256GB hard drive.  Got it for $725.  This was a great price in my mind and why I went with it.  I was looking at some cheaper laptop models (in the $400-$500) range, and wasn't really considering this level of laptop because it is normally in the $1000-$1500 range.  But at $725 I decided to pay a bit extra for the better quality.

One of the most notable differences of moving up to a laptop like this is the design.  It is nice and slim, and looks great.  This was important to me because I wanted something fairly sleek and compact that I could just put in my backpack and go (not a student, but I always have my pack).

The screen is great and I love the 3:2 aspect ratio.

As I'm typing this review, I can tell you that the keyboard is as good as people say it is.  It's got great spacing and the button press is nice and deep for a laptop.  This was big because I'm used to typing on a mechanical keyboard.  The Alcantera surface is a nice touch.  It is a smooth and soft feel and is something that separates it from competition.  Some people have stated that it leaves some oil marks after months of use, but I've mostly seen that in the light grey color.  We'll see what it does having the darker blue color.

The touchscreen works great.  I haven't purchased a Surface pen, but plan to in the future.  The trackpad is also great and gives a nice satisfying click.

The facial recognition for login is accurate and really fast.

I will typically use my Bluetooth earbuds, but I was surprised at how clear and nice the speakers on this sounded.

Overall, this laptop looks and feels like a great laptop and performs very well.  I have had a Macbook Air for my job for the last 2 years, and this is just as good a laptop. In fact, it is probably a bit better because of the little things like a better keyboard and personalized colors.  At the price I got it for, I would definitely recommend this laptop.

Also, I should state that a lot of reviews for this laptop talk about the Windows S operating system being installed on it.  That is no longer the case.  My laptop came pre-loaded with Windows 10 Pro.",
"Okay, so far running well however, if this is a “New” laptop that has been updated why does it have a Knick on the cover?! In addition, when looking at the Warranty, it says that I have 4 months, give or take a few days, left on it. You have to ask yourself that if it’s a New laptop, then why is a 1 year mandatory Warranty left with only 4 months?! The above description is deceiving and should not be allowed. No where on the original description of the product on Amazon does it indicate that it’s a “used” laptop or that it’s a New Lenovo ideapad 3 8Gb with 256 or 512 Gb RAM” that is being updated to 20 Gb with 1Tb”. It states that they are “New”! This needs to be corrected and a clear precise description of what the purchaser is actually buying needs to replace what is currently on Amazon. It so far appears to be a good product and if the company is filling a demand and pricing it accurately, should be honest and forthright about their product unless they have something to hide. I would love a response to the questions posed here as I do not have immediate plans on returning the laptop as long it continues to function as it should. I will continue to update this review to keep customers informed.
Update:
After 10 months of owning this computer, realized the battery does not hold the charge. You can charge it completely one day and a week later, you need to plug it in because it’s threatening to shut off. They added some things and forgot others, like an updated battery or maybe it was done on purpose since we all know that they were not honest enough to inform potential buyers that their computers were technically used.",
"I bought 5 of these for our employees at work. They are incredibly slow to the point of having a loss of production. I had to purchase additional memory (32 GB for each of the computers) and then that wasn't enough to keep the hard drive spinning. When you have been spoiled by SSDs it's really hard to go back to HDDs.  I have since purchased 5 SSD's to replace the antiquated HDD that is currently installed on the laptops. What started out as a deal on some good equipment has turned into a need to upgrade immediately after purchasing and replacing parts that should be a lot more modern and ready to run current OS specs, especially since that's how it was shipped. Very disappointed in the performance.

*****UPDATE*****

I have installed the memory (32 GB) and the SSDs (480 GB). The computers are running much better and are very efficient. They are capable of more and should have been shipped as such. At least we are functional again.",
"I think Happy Ranger did a great job. The laptop came in excelent condition with the exact same model I ordered.

I wanted a laptop to play videogames and work. With this laptop I could play Cyberpunk in ultra with no lag to give an example of how good it is.

Now I'm going to mention the things I don't like. But this is mostly stuffs with ASUS.

It heats a lot. It can easily go to 90°C very fast. Of course, this laptop have some configurations to speed up / activate the fans which can hold it and I won't go father than that. Also, most games won't have this problem. You can always buy a cooling pad so this isn't big deal.

The battery. Just working as a programmer works around 2-3 hours using linux on balance. Gaming last around 1-2 hours depending on what you are playing. If you use the special configurations on windows it can last a bit more but isn't a big difference.

The screen of the laptop have some weird colors. You can make some configurations but it won't look perfect. My old laptop had a better quality screen. It has a HDMI so you can avoid this problem an use a real monitor.

Despite this little problems, I'm very happy with what I brought.",
"This is a great, powerful machine. My word of caution is that its battery life is awful. On battery saving mode with the touchscreen turned off, an hour of light programming depletes a third of the battery. This is likely due to its powerful processor combined with the display. I could see this being a good fit for someone who will primarily use it at a workstation where it’s constantly connected to power, or someone who is usually near an outlet to charge.

Additionally, the computer gets very hot after an hour of use. I would suggest getting a cooling fan or elevating it so the fans on the bottom can circulate a bit more. This is also likely due to the compact case in addition to the powerful processor. This leads me to believe the processor power is not being fully utilized due to the heating issues.

If you already have a bigger machine and are getting this for on-the-go, I would go for the i5 and the base display. The display quality won’t matter on this size and you won’t notice the difference in processor speeds because of the overheating issues I mentioned earlier.

Overall, it’s a beautiful machine and I love the size and weight of it. It feels solid and the display quality is amazing. I can have multiple IDEs open, running a local dev server, tests, and browse the web without worrying about lag. I use it mostly at home on the couch or in bed, with it plugged in so the battery problem sucks but isn’t a dealbreaker. The cooling issue is something I have with my MacBook Pro as well, so a cooling fan has been a good investment regardless.",
"This a laptop was absolutely perfect. The touchscreen was great, really fast, was very comfortable to type, incredible design. This laptop just looked so premium in features and appearance. However, you could feel so much heat coming from the bottom that in half an hour I couldn't bear it upon my legs. And the most important downside was, it had really poor battery performance. It couldn't last more than 3 hours of battery life, even sometimes lasted only 2 and a half hours just using web browsing. No video streaming or any other demanding application. I contacted Dell and they said that this is the battery life time it is supposed to have (which I don't entirely believe, and contradicted what they say in their product website). They changed battery and problem still persisted. At the end they proposed to change both hard disc and motherboard, when in that point, I finally decided to return it to the seller for receiving full refund. It was heartbreaking for me to return it because I loved this laptop. However, this battery issue was unacceptable for me because it completely took any portability off from the laptop. I don't know whether any other laptop of this model has the same issue or I just got unlucky.",
"Screen works fine initially, but eventually (it was apparently the disney plus app that did it to me) flickers and dies. then it goes off and on and off and on just conitually more glitchy. Sure it comes back to a usable state, but for $1,500 dollars I shouldn't have had that issue at all with this computer.
in addition, the frame around the screen is narrow and seems like it would not be very protective. be very careful not to flex or break that or you'll easily damage your screen if it doesn't glitch first. I was super disapointed, I really loved this computer otherwise, but a glitchy screen isn't worth the money even with so much gaming power behind it.

Also this thing runs WAAAY hot. like 175 degrees Fahrenheit hot and it only stays below that on 'silent' mode so there's no point to running it in turbo cuz youd melt the keyboard. I could have probably cooked an egg on this thing's vents.  again, a shame cuz its otherswise got great specs. but not worth it.",
"There is a known problem with the cheap Meditek wi-fi cards they installed on these.  After spending dozens of hours on forums reading about 100's of people with the same problem, it's not clear if it's just janky hardware, or Asus just can't get the BIOS to work properly with the card.  Every time windows updates, be prepared for endless wi-fi problems which will eventually be fixed by a BIOS update from Asus.  Asus refuses to acknowledge the problem, and will not send you a replacement card.  Their customer service completely stonewalled me, and pretended they had never heard of the problem before, even though it's been going on for over a year now.  The only real fix seems to be to just get an intel ax200 replacement.  They're around $30.  Obviously not a huge expense, but ALOT of time wasted with Asus customer service getting no result, then hours spent on the forums trying to solve it myself.  Won't buy an Asus again.",
